Loan.Id,Current.Loan.Amount,Term,Credit.Score,Years.in.current.job,Annual.Income,Monthly.Debt,Years.of.Credit.History,Number.of.Credit.Problems,Current.Credit.Balance,Maximum.Open.Credit,Loan.Status
51507,1390500,0,712,8,1092520,30226.4,19.3,0,377010,608080,1
51508,99100,0,-1,1,-1,16110.3,10.8,0,99660,142770,1
51509,393500,0,-1,1,-1,4722.2,14.6,1,9840,149070,1
51510,715300,0,748,10,408760,5382,16,0,65640,108310,1
51511,606100,0,746,10,1464790,16234.7,27.2,0,430910,509350,1
51512,2498800,1,738,2,1756980,30161.5,24.5,0,377320,1039450,1
51513,1186600,1,734,3,494400,1306,10,0,0,0,1
51514,10000000,0,734,10,1960200,17968.5,15.6,0,259270,423640,1
51515,2371900,0,748,2,849940,5553,18.7,0,210150,328360,1
51516,2352700,1,632,10,1176360,24997.7,20.4,0,361430,405640,0
51517,1432100,1,718,10,981980,8674.2,22.8,0,377410,385500,1
51518,2087400,1,-1,2,-1,12499,16.9,0,190220,347120,1
51519,1785200,0,739,7,1983600,34382.4,18.7,0,264980,288640,1
51520,1218700,0,704,3,756530,3492.7,12.9,0,9370,70950,1
51521,306400,0,-1,5,-1,5259.7,24.5,2,17740,22460,1
51522,1686000,1,713,10,782810,14351.5,14.8,0,125180,153590,0
51523,2949800,1,706,1,642330,10330.8,39.5,0,375410,853200,0
51524,1835500,1,-1,2,-1,6938.2,28.4,0,113380,171270,1
51525,943500,0,746,-1,794560,7217.3,13.4,0,114220,148910,1
51526,993000,1,-1,8,-1,11667.8,17.2,0,65650,85370,1
51527,1981200,0,706,10,990600,6983.7,20.5,0,166500,325830,1
51528,1093900,0,745,10,605550,11354.1,23.4,0,160880,335870,1
51529,1600300,0,713,8,430090,7096.4,5.4,1,32380,279110,1
51530,565200,0,721,2,743630,10596.7,14.9,0,130600,181390,1
51531,1493100,1,-1,2,-1,5291.8,15.9,0,195720,248060,1
51532,997400,0,730,1,598470,2932.5,14,1,101500,282710,1
51533,493900,0,-1,7,-1,15716.8,9.9,0,81110,136320,0
51534,1524300,1,721,2,569070,12187.6,20.5,0,80360,101590,1
51535,10000000,0,738,5,846770,11360.9,12.9,0,81660,175230,1
51536,788900,0,695,1,315550,8283.2,8,0,38120,94600,1
51537,1146100,1,715,7,1175520,17338.9,11.6,0,207020,437680,0
51538,2074400,0,725,10,987800,15804.8,26.3,0,179710,212430,1
51539,1818900,1,-1,1,-1,3728.7,15.5,0,175030,191910,1
51540,1224000,0,-1,1,-1,3730.3,24.1,0,209700,278490,1
51541,10000000,0,740,1,236980,3001.7,9.5,0,79450,114480,1
51542,3517500,1,667,2,1206000,14371.5,22.4,1,307510,643330,1
51543,299300,0,-1,4,-1,6733.8,15.4,0,50100,75230,0
51544,1225800,1,680,8,1000210,27339.1,17.3,0,545070,717190,1
51545,686100,0,-1,1,-1,6958.7,20,0,63830,103960,1
51546,10000000,0,728,9,540600,10046,12.4,0,1630,2950,1
51547,2251500,1,-1,1,-1,5053.6,11.2,0,32250,131110,1
51548,2257500,0,718,1,453510,2944.1,18.7,0,151970,390650,0
51549,1407700,1,-1,10,-1,12354.3,26,0,211610,295540,1
51550,10000000,0,742,-1,670890,3589.3,11.7,0,16200,70140,1
51551,1927700,1,686,5,532120,6784.5,23.4,1,74180,163740,1
51552,1470500,0,-1,4,-1,2254.2,25.4,1,80860,100950,0
51553,1759000,0,745,1,1368080,22459.3,41.9,0,197470,366370,0
51554,1838700,0,737,5,919350,16548.3,14.8,0,121310,173550,0
51555,2652100,1,720,10,1324170,12579.6,19.1,0,130130,256150,1
51556,357200,0,699,-1,603720,6540.3,40.5,0,163620,258480,1
51557,1065300,0,740,3,358510,3901.8,9.9,0,136930,186040,1
51558,2509000,1,590,4,1455220,10065.3,17.5,0,130370,133440,1
51559,1307900,0,750,5,412500,1581.3,11.5,0,89480,577310,0
51560,407200,0,-1,-1,-1,10100.5,45.8,0,130060,365350,1
51561,589400,0,745,10,451900,4970.9,15.9,0,80630,157160,0
51562,613400,0,-1,1,-1,2964.7,11,0,46750,107230,1
51563,1989000,0,747,1,517140,9437.8,14.1,0,41540,278800,1
51564,1120500,0,734,-1,255250,4977.4,20.5,0,106830,270450,1
51565,700900,0,746,1,700910,11097.7,11,0,158220,270450,1
51566,219100,0,714,1,946200,17189.3,17.5,0,223970,285670,1
51567,1193500,0,-1,1,-1,16377.8,13.7,0,8660,30830,0
51568,1514100,0,724,10,746960,16495.3,13.9,0,206230,487540,0
51569,751300,0,702,7,701190,7362.5,14.9,0,252240,327590,1
51570,1589400,0,737,4,685450,12223.8,12.8,0,140390,383570,1
51571,1632300,0,739,10,591720,16765.3,23,0,105270,319020,1
51572,745700,0,727,10,1093620,24059.6,30.8,0,231250,259540,1
51573,977600,0,742,1,236670,3076.7,29.8,0,206330,242170,1
51574,980800,0,-1,7,-1,16085.1,15.7,0,42660,65740,1
51575,971300,0,732,10,556490,9970.5,16,0,118690,116370,1
51576,10000000,0,692,5,1510800,7956.9,24.2,0,122760,145960,1
51577,1961400,1,713,9,794370,12246.5,20.2,0,212760,545540,1
51578,449800,0,723,1,1999200,6747.3,14.5,0,35400,37970,1
51579,3445400,0,737,4,797360,13223,19.8,0,157640,321720,1
51580,2524800,1,725,2,1402660,30040.3,21.7,0,122530,154320,1
51581,1711100,1,707,8,1417500,9639,10.5,0,275650,569530,1
51582,10000000,0,746,10,703220,13537,28.8,0,166350,524770,1
51583,10000000,0,737,10,1009700,9423.8,15.1,0,314700,349290,1
51584,940100,0,713,10,409840,8743.2,13.5,1,52590,97400,1
51585,1636500,0,734,1,545490,5582.1,32.1,0,182030,246000,1
51586,1186900,0,745,7,817000,7965.7,13.3,0,98990,161220,1
51587,10000000,0,730,3,255480,6323,11.1,0,117030,218330,1
51588,1181200,1,723,3,413410,9129.4,9.9,0,166890,268740,0
51589,902400,0,704,9,573580,4531.3,31.9,0,133200,263760,1
51590,10000000,0,701,4,1174800,16251.4,25.1,0,228580,329830,1
51591,2853800,0,745,10,1528800,14141.4,22,0,431390,1165910,1
51592,10000000,0,744,6,766800,2415.4,9.7,0,73620,105330,1
51593,10000000,0,742,10,886210,14991.7,15.1,0,168490,267450,1
51594,1209600,0,-1,10,-1,1640.3,26.8,0,53760,527020,1
51595,1287800,0,744,-1,941070,11684.9,20.5,0,30030,45580,1
51596,1000500,0,-1,3,-1,4042.8,15.4,3,13880,146070,0
51597,1509500,0,-1,10,-1,15508.1,12.8,0,197820,304810,0
51598,396900,0,715,7,496100,8144.3,11,0,164180,169610,1
51599,882400,0,718,2,914660,21875.7,15,0,48760,79540,1
51600,2016200,0,748,10,927450,13370.7,25.6,0,151740,204780,1
51601,1222100,1,-1,5,-1,4277.3,22.7,0,68050,214000,1
51602,998300,0,-1,5,-1,21303.7,15.1,0,180400,220540,0
51603,492700,0,723,2,650360,17830.8,12,0,80820,206710,1
51604,292800,0,-1,2,-1,8902,25.6,0,3290,59810,1
51605,616900,0,710,1,444150,8068.7,22.6,0,11800,15800,1
51606,504500,0,697,5,221980,1923.9,11.4,0,21960,41350,1
51607,2070000,1,-1,10,-1,3274.6,17,0,18920,378310,0
51608,1180000,1,-1,9,-1,1575.8,20.1,0,44080,79720,1
51609,259900,0,717,2,353330,6418.7,32.8,1,7420,123660,1
51610,838900,0,737,1,532930,9193,14.7,0,248030,271370,1
51611,10000000,0,746,4,692300,16499.8,15.4,0,345410,673310,1
51612,817900,1,642,7,419180,5239.8,19.6,0,33080,125800,1
51613,1896600,0,747,1,614280,5057.6,14.5,0,326290,720270,1
51614,1050900,1,-1,10,-1,6820.1,14.5,0,210090,235530,1
51615,1051600,0,-1,5,-1,1568.9,10.6,0,46780,100370,1
51616,1469600,0,-1,3,-1,12846.1,12.9,0,113640,173240,1
51617,1455600,1,-1,10,-1,12708.7,23.9,0,403380,700310,1
51618,1176700,0,731,10,294180,961,8.5,0,23520,92980,0
51619,405500,0,-1,10,-1,2858.9,20.4,1,32710,194670,1
51620,494500,0,-1,4,-1,3411.7,16,0,121160,151260,1
51621,272300,0,703,4,242020,1081,7.7,0,28950,45380,1
51622,10000000,1,739,10,1221500,11573.8,23.4,0,123870,376510,1
51623,391200,0,728,3,782320,7497.3,16.5,0,962110,1825630,1
51624,1213300,0,749,6,485330,5298.2,38.3,0,123340,306060,1
51625,2150000,1,708,10,1228560,12080.8,23,0,212590,353140,0
51626,10000000,0,728,1,1217310,13491.8,14.6,0,208990,211100,1
51627,1470600,0,738,10,588240,2509.8,17,0,87300,293950,1
51628,738100,0,750,6,814480,11036.2,37,0,95290,296870,1
51629,930800,0,684,10,427850,8592.7,15.5,0,79310,245550,1
51630,10000000,0,739,3,461150,3739.1,14.9,0,25930,81300,1
51631,3506300,1,719,8,1104990,15653.9,12.8,0,827030,1016010,0
51632,946600,0,750,10,777190,3335.4,22.3,0,33910,300070,1
51633,2854600,1,719,1,1070480,29527.3,23.6,0,380610,475170,1
51634,10000000,1,713,8,585120,14433,17.8,0,278780,517220,1
51635,2218500,1,708,8,671490,13150,12.6,0,316830,431650,1
51636,1212400,1,609,10,816320,15306,20.6,0,224850,284990,0
51637,946800,0,729,3,604320,12086.4,9.3,0,38930,158240,1
51638,1961800,1,686,3,706250,11711.9,15.7,0,72140,93200,0
51639,1087200,0,739,10,494200,6589.4,18.3,0,77100,503890,1
51640,2239200,1,720,3,1597950,15979.5,12.4,8,43150,96760,1
51641,1455800,1,624,7,687480,13806.9,11.2,1,74270,102160,1
51642,352700,0,-1,2,-1,1223.3,14.4,1,27740,72430,1
51643,494100,0,718,10,889380,10376.1,13.8,1,98400,239400,1
51644,1136000,0,-1,10,-1,4305.1,14.3,0,143650,172860,1
51645,2421100,1,713,6,726340,18521.6,10.3,0,299030,418800,1
51646,814900,0,717,10,346320,8542.7,26.7,1,160140,219980,0
51647,10000000,0,742,1,820820,10875.9,24.2,0,205730,395630,1
51648,1074700,1,706,10,371260,7827.4,23.4,0,141650,252040,1
51649,1067000,1,-1,10,-1,6489.6,34.1,1,6920,87590,1
51650,1423000,0,725,7,728980,15187,15.8,0,342610,522270,1
51651,2758900,0,723,5,912870,13236.6,23.2,0,247990,359920,1
51652,1227100,0,746,5,742870,9347.8,17.2,0,81160,422730,1
51653,888600,0,741,5,493650,7034.5,19.2,0,89780,120500,1
51654,10000000,0,740,4,816000,9384,15.3,0,81800,135660,1
51655,1328100,0,750,10,694690,8046.8,21,0,47440,447570,1
51656,301400,0,-1,10,-1,7381.1,19.4,0,421450,748590,1
51657,1735300,0,724,10,440230,10932.4,19.9,0,223120,382710,1
51658,1423400,0,751,10,1522290,10909.8,23.5,0,57930,176070,1
51659,207600,0,708,5,384790,8978.4,23.5,2,73160,93200,1
51660,1620000,0,742,10,373080,4414.9,26.4,0,62980,443540,1
51661,713400,0,711,1,333640,7173.3,12.8,0,31160,107460,1
51662,177800,0,-1,8,-1,6741.4,14.3,0,13750,29260,0
51663,3553600,0,744,9,1624480,18140.1,13.5,0,85360,371110,0
51664,2063300,0,710,5,510900,11537.8,15,0,170980,284970,1
51665,1987400,0,737,8,1232190,12527.3,31,0,105350,191890,1
51666,2942700,1,721,2,751170,14710.5,18,0,380520,460120,1
51667,10000000,0,744,10,665590,8985.4,30,0,273990,805850,1
51668,2902900,0,738,10,786810,14883.7,12.1,0,80940,98710,1
51669,1306700,0,699,6,385660,4756.5,16.4,1,72300,83200,0
51670,3572800,1,-1,10,-1,20058.7,26.9,0,744600,914750,1
51671,808400,0,747,1,505250,2303.1,11.7,0,66410,84280,1
51672,10000000,1,728,10,768380,8644.2,14,0,198850,602560,1
51673,10000000,0,744,3,1022200,13203.5,10.3,0,267730,545280,1
51674,1192900,0,-1,1,-1,5136.2,10.9,0,135420,236740,1
51675,1759000,1,711,10,406120,10322.3,15.9,0,82390,166450,1
51676,983800,0,-1,10,-1,9583.9,8.2,0,73110,107190,1
51677,1997300,1,681,-1,455090,5764.4,15.8,0,177670,189200,1
51678,636200,0,721,5,606400,3946.7,11.8,0,118930,188780,1
51679,251100,0,693,2,662770,11101.4,11.3,0,143380,166720,1
51680,1470200,0,707,5,784080,11310.4,18.7,0,29770,193290,1
51681,3062100,1,716,10,734900,11636,28.7,0,163240,458540,0
51682,1245500,0,701,3,846940,16444.8,31,0,97840,565530,1
51683,2391100,0,749,1,747230,13263.2,14.9,0,150610,231000,1
51684,1514000,0,-1,5,-1,10937.3,10.5,0,214490,326470,1
51685,992900,0,715,-1,342100,8837.7,15.5,0,98810,283950,1
51686,1221400,0,739,10,539430,6697.9,23,0,186780,225040,1
51687,10000000,0,708,10,937940,4431.8,29.1,0,36960,41490,1
51688,10000000,0,709,10,412610,3919.8,14.4,0,49340,78560,1
51689,790000,0,736,8,794340,15158.5,34.4,0,66620,77460,1
51690,2122300,1,723,10,1515900,21601.6,22.5,0,199540,202170,1
51691,1119100,1,729,6,540440,12970.6,10.5,0,3710,92790,1
51692,399300,0,662,10,394210,9789.6,13.6,0,38340,80880,1
51693,260800,0,747,8,204560,2096.7,26.1,0,19230,117970,1
51694,10000000,0,724,2,498270,8595.2,23.4,0,165740,326900,1
51695,2755100,1,693,10,734690,12673.4,22.5,1,88620,150980,1
51696,305600,0,731,1,371790,6754.1,15.9,0,94260,136410,1
51697,1179400,0,-1,3,-1,4832.1,16.7,0,85280,432880,1
51698,1581900,0,709,5,988700,5610.9,9.9,0,69980,128640,0
51699,979600,0,715,3,832660,8749.9,24.7,0,232800,268520,1
51700,651100,0,-1,1,-1,6784,23.7,0,62590,262970,1
51701,158300,0,-1,2,-1,4550.2,9.9,0,82170,149390,1
51702,198600,0,-1,3,-1,5205.5,11.8,0,8310,33780,1
51703,841000,0,-1,2,-1,6258,10.8,0,80230,172170,1
51704,350000,0,711,1,354760,5232.8,20.2,1,37260,73050,1
51705,1141800,0,740,-1,553440,12175.7,48.7,0,158050,205780,1
51706,358500,1,587,5,340920,4091,10.5,0,32910,43020,1
51707,1864500,1,622,1,443930,8952.5,17.1,1,248720,459740,1
51708,10000000,0,738,10,540870,7617.2,12.5,1,109190,178120,1
51709,1774400,0,655,-1,475150,5385.1,18.9,1,34180,70330,1
51710,2763900,1,714,10,576560,11002.6,28.2,0,325220,496520,0
51711,3253800,0,-1,10,-1,27419.7,29.7,0,299980,447730,1
51712,348500,0,-1,1,-1,3385.4,10.5,0,0,0,1
51713,1186800,0,733,10,534060,5118.1,19.1,0,53200,134340,1
51714,2504000,1,698,7,661060,7051.3,12.2,0,362790,412730,0
51715,1108100,0,675,10,421170,1239,12,0,69810,137970,1
51716,1935200,1,730,10,437960,7591.2,14.3,0,170490,345120,1
51717,1216300,0,726,7,658840,10596.4,22.2,0,36380,150950,1
51718,594500,1,-1,5,-1,1795.3,15.9,0,45950,203330,1
51719,10000000,0,745,2,252900,2444.7,14.6,0,19480,36420,1
51720,1969200,0,743,7,669530,7867,13.3,0,166590,196920,1
51721,10000000,0,744,1,632960,7437.3,15.6,0,54510,271170,1
51722,596200,0,737,2,429240,8227,21,0,5230,130660,1
51723,614700,0,-1,1,-1,15282.2,23,0,360380,3189190,1
51724,1024100,0,738,2,921690,9600.9,28.8,0,106330,138270,0
51725,3332600,0,718,10,695310,8981.1,18.4,0,384420,391460,1
51726,2200900,0,750,1,870350,15521.2,22,0,359410,588240,1
51727,1980600,0,748,8,1079430,12323.5,24.2,0,541590,1035540,1
51728,961700,0,738,1,247850,3304.6,12.1,0,72570,183260,1
51729,2456700,0,703,9,811380,1041.3,18,0,56380,161070,1
51730,297800,0,714,2,496400,10176.2,13.7,0,13750,15870,1
51731,1348700,1,-1,10,-1,11302.4,23.5,0,239940,342280,1
51732,1518300,0,-1,10,-1,3149.6,17.5,0,149390,526020,1
51733,855500,0,741,9,735380,3027.3,18.5,1,72810,237950,1
51734,2504300,0,-1,7,-1,8958.1,8.3,0,241940,285990,1
51735,395400,0,-1,10,-1,1501.3,11.8,0,69880,91940,1
51736,3018300,1,738,10,620560,10911.6,26,0,131590,485560,1
51737,803000,0,719,2,301110,1656.1,9.2,0,63580,108320,1
51738,440800,0,750,1,1077560,5208.2,19.2,0,167370,461090,1
51739,387600,0,703,10,352350,5843.1,19.4,0,33610,42550,1
51740,10000000,0,728,-1,327330,8483.2,20.1,0,148410,163630,1
51741,1194000,0,735,3,288550,3005.7,16,0,80480,108460,1
51742,1815500,1,-1,10,-1,13324.4,18.6,0,139610,424350,1
51743,10000000,1,733,6,651240,11885,17.2,0,214340,434760,1
51744,300800,0,-1,2,-1,5233.2,8.5,0,17270,42130,1
51745,3561300,0,712,10,1634920,40873,18.6,0,826680,1355210,1
51746,536600,0,730,1,299490,3918.3,14.2,0,107860,136700,0
51747,1585400,1,700,7,584630,9154.3,20.5,1,157670,233930,1
51748,382000,0,-1,1,-1,5657.6,7,0,48070,92800,0
51749,2452300,1,708,4,788960,20513,12.6,0,215930,290220,1
51750,1991800,0,694,2,866430,16678.8,20.9,0,358610,800470,1
51751,1211000,0,714,2,1009200,18838.4,11.2,0,190030,348040,1
51752,716200,0,748,10,347850,4406.1,23.2,0,179840,495420,0
51753,342300,0,-1,10,-1,11835,12.1,0,104330,116440,1
51754,2180500,1,734,2,1191210,16399,21.4,0,206180,585740,0
51755,864900,0,739,7,335780,8646.2,11.2,0,109410,354080,1
51756,10000000,0,722,6,951280,10067.7,14,0,61900,101640,1
51757,1997400,1,689,6,1008800,15468.2,20.3,0,212520,350120,1
51758,1000600,0,-1,-1,-1,4077.5,28.4,0,84400,212600,1
51759,10000000,0,731,6,739720,9863,17,0,94330,125950,1
51760,3014100,1,639,5,781660,13548.7,10,0,234450,234450,1
51761,1177300,0,738,-1,637720,12860.6,10.5,0,113930,204170,1
51762,1876300,0,-1,7,-1,12084.5,23,0,135720,273080,1
51763,1065800,1,-1,10,-1,8164.3,14.9,0,75610,118890,1
51764,1883100,1,-1,10,-1,15719.1,35.3,0,464600,575710,1
51765,1418600,0,725,4,536250,10233.4,18,0,148720,306000,1
51766,2394700,0,749,1,1182990,12520,17.1,0,210320,298320,0
51767,2232300,1,658,10,710290,10417.6,16.3,0,191260,678230,1
51768,809000,0,748,3,556220,11773.3,14.7,0,109350,185030,1
51769,1767800,1,694,6,542360,15231.4,15.3,0,169150,209090,0
51770,595400,0,741,7,694610,4665.5,21.3,1,65720,121030,1
51771,512000,0,694,1,251000,5166.4,11.8,0,37340,57270,1
51772,3455600,0,742,7,2270790,9215.7,9.8,0,151630,725500,0
51773,10000000,0,733,10,692580,6002.4,13.1,1,27070,98790,1
51774,1930400,1,695,5,591720,14793,16.8,0,298540,336190,1
51775,695600,0,729,10,516720,6329.9,20.4,0,78970,94350,0
51776,1801500,0,739,4,583450,11085.6,16.2,0,225800,276370,1
51777,1582100,1,725,10,552970,7511.2,23.3,0,140490,195940,1
51778,10000000,0,737,3,308640,6172.7,34.9,0,72790,78690,1
51779,1095900,0,747,10,697410,9781.2,30.6,0,301730,746860,1
51780,409600,0,708,10,819280,19731,37.2,0,351040,766470,1
51781,1205300,0,-1,10,-1,7616.7,18.9,0,136890,205850,1
51782,683700,0,745,3,341850,3370,9.5,0,4850,49030,1
51783,1075800,1,596,3,393000,9202.8,10.5,0,35060,172680,1
51784,2971500,0,738,10,1139080,16516.6,21.9,0,499550,689980,0
51785,3587200,1,716,3,840420,23531.7,28.5,0,484810,800020,1
51786,1147000,0,718,-1,262790,5496.8,13.5,0,115170,216900,0
51787,1283500,0,710,10,1428980,22387.3,16.5,1,38990,186560,1
51788,1005400,0,-1,10,-1,3475.4,20.4,1,59410,96450,0
51789,2428700,0,714,1,1083890,28000.4,21.8,0,423570,805270,1
51790,507000,0,739,2,282750,3393,50,0,127750,224130,0
51791,10000000,1,701,7,303720,7517.1,22.5,0,32560,41530,1
51792,1788200,0,736,2,706680,9952.3,17.8,0,136700,443820,1
51793,346900,0,739,-1,297300,5227.5,16.2,0,11980,21780,0
51794,2196200,0,741,10,1324280,25713.1,20.5,0,413750,584390,1
51795,10000000,0,746,4,609340,8835.4,13.8,0,171640,291900,1
51796,1316800,1,725,8,1114190,5097.4,17.2,0,27110,48660,1
51797,10000000,0,737,-1,509080,7169.5,37.4,0,52970,146740,1
51798,10000000,1,740,9,594500,17042.4,12.9,0,218090,651010,1
51799,750300,0,-1,10,-1,14050.6,13.2,2,106450,137000,1
51800,2531800,0,-1,2,-1,10211.4,15.9,0,68050,472600,1
51801,967400,0,664,10,541530,6814.2,13.1,0,37980,142770,1
51802,2161400,0,739,10,469970,4268.9,20.9,0,186170,562430,1
51803,485400,0,-1,2,-1,2311.9,9.6,0,26850,56880,1
51804,879400,0,748,10,589590,4775.7,23.1,0,39080,488540,1
51805,2040200,0,722,5,744670,13031.8,13.1,0,70240,94920,1
51806,832200,0,-1,8,-1,2105.3,17.6,0,78260,175080,1
51807,1803200,1,692,10,395760,5969.3,15.4,0,159520,214700,0
51808,2444900,1,721,10,967770,5492.1,20,1,249340,519460,1
51809,532000,0,699,1,279920,5901.7,10,0,135070,149410,1
51810,578100,0,740,10,452430,7992.9,26.5,1,51220,204860,1
51811,2458000,1,-1,10,-1,22351.4,17.2,1,47380,263220,0
51812,10000000,0,740,3,331810,3439.7,16.4,1,0,0,1
51813,868100,0,715,1,264090,2092.9,13.5,0,76480,170330,1
51814,391200,0,-1,4,-1,7080.7,21.5,0,109820,220970,1
51815,1002400,0,723,7,400960,2095,17.1,1,50860,63180,1
51816,856600,0,737,10,513980,723.9,15,0,5690,79030,1
51817,1981200,1,-1,9,-1,16311.9,15.8,0,1137160,1378370,0
51818,1012800,1,670,5,992540,19106.5,29.3,0,426200,587050,1
51819,568600,0,746,1,490150,3933.5,24.3,1,60610,138070,1
51820,593400,0,731,6,449330,2227.9,16.2,0,14780,117290,1
51821,1961400,1,724,8,490350,10052.2,18.4,0,111360,245280,1
51822,1821600,0,-1,10,-1,7288.9,26.8,0,142480,253970,1
51823,619000,0,-1,10,-1,2250.3,17,1,32960,36660,1
51824,781200,0,-1,10,-1,5323.1,14,0,18680,83020,1
51825,1229900,1,652,1,341640,3871.9,16.9,1,42050,92830,1
51826,1100800,0,708,10,275210,6490.4,16.8,0,35740,42250,1
51827,2966100,0,-1,2,-1,42909.6,24.4,0,247890,417320,1
51828,3028200,1,721,2,887970,15613.5,12,0,249960,273480,1
51829,1075400,0,726,4,586560,8358.5,16,0,114190,132020,1
51830,1975400,0,675,10,617770,9678.3,18.5,0,84070,174410,1
51831,3013200,1,672,10,783430,20108.1,39.4,0,497980,1006030,0
51832,1826800,0,737,3,413210,8195.4,10.7,0,147450,170260,0
51833,1036800,1,694,3,308830,2625,8.4,0,99330,113790,0
51834,882200,0,735,2,436820,7243.9,11.2,0,85350,95040,1
51835,10000000,0,678,1,257220,5144.4,15.9,0,143390,148430,1
51836,502400,0,725,10,401880,7099.9,29,0,78560,84370,1
51837,10000000,0,728,10,565240,17286.9,17.1,0,171280,266780,1
51838,2579900,1,632,10,804770,8517.1,11.1,0,151060,160870,0
51839,2137800,1,669,10,563360,13426.8,8,0,93920,146980,1
51840,320300,0,726,8,1000800,11592.6,14,0,2640,37210,1
51841,2768900,1,725,10,2373360,13073.3,20,0,434980,599970,1
51842,908700,0,725,3,605820,11308.6,17.1,0,145770,363510,1
51843,433100,0,-1,2,-1,2026.8,7.6,0,43130,78560,1
51844,1407000,0,-1,9,-1,14155.7,16.5,0,41940,119140,1
51845,3564100,0,730,8,977570,15070.8,19.5,1,254380,419770,1
51846,2186800,0,-1,10,-1,12391.2,19,0,385160,824750,1
51847,10000000,0,750,10,1497470,26704.8,29.8,0,375430,397700,1
51848,402000,0,736,5,624220,853.1,21.8,1,29740,57300,1
51849,421000,0,738,9,265380,4953.8,9.5,0,56970,88870,1
51850,1019100,0,743,10,1121010,13452.1,16.9,0,205290,258550,1
51851,10000000,0,743,2,842630,12358.5,16.7,1,59400,143120,1
51852,992800,0,-1,1,-1,6011.4,12,0,71220,133120,0
51853,1990000,1,712,3,497500,6674.8,10.4,0,195190,406650,1
51854,349600,0,-1,-1,-1,13324,24.8,0,89520,113320,1
51855,10000000,1,717,10,1100060,13567.4,20,0,346700,395780,1
51856,816600,0,725,8,714490,15659.3,17.9,0,205980,418650,1
51857,1185700,1,-1,4,-1,10807.3,41.4,0,83840,121510,0
51858,993700,0,-1,5,-1,10375,26.6,0,42210,740560,1
51859,10000000,0,742,10,601920,14596.6,17.8,0,108060,165490,1
51860,2938800,1,727,5,1077560,23050.8,21.7,0,262440,325210,0
51861,1010100,0,741,10,555560,6250,15.4,0,73530,138460,1
51862,1396200,0,739,10,1047170,17976.3,20,0,296870,450480,1
51863,819200,0,733,1,495620,9210.2,12.7,0,96370,163890,0
51864,600500,0,742,10,835190,10370.3,18.4,0,329510,402330,1
51865,10000000,1,671,10,1059160,17211.3,20.6,0,97230,147990,1
51866,10000000,0,732,5,579580,11065.1,15.6,0,237930,312250,1
51867,1096700,1,-1,1,-1,1417,9,0,53390,74780,1
51868,301100,0,734,10,501750,10369.5,15,3,53770,170700,0
51869,316700,0,-1,-1,-1,3935.1,16.6,1,6460,37980,1
51870,1955300,0,737,10,784170,12566.3,21.5,0,124030,239450,0
51871,10000000,0,743,9,1346030,10476.6,22,0,231660,390650,1
51872,1007700,0,742,5,503850,11168.6,9.9,0,187380,322510,1
51873,555700,0,700,10,377110,1904.4,15,1,42430,102230,1
51874,577300,0,700,1,324100,8426.5,9.4,0,56630,61750,1
51875,1484100,1,713,6,1137810,9074.1,32.3,0,186020,329230,1
51876,1467200,0,-1,-1,-1,3902.6,21.6,0,19930,20550,1
51877,102300,1,698,7,61370,981.9,31.5,0,34830,98110,0
51878,10000000,1,609,1,1622610,29342.2,15,0,107150,125910,1
51879,1124400,0,718,3,327840,3196.4,17.8,0,137340,198760,1
51880,576000,0,750,-1,1020710,12078.4,17.5,0,29770,146660,1
51881,826600,1,734,2,442850,3937.7,36,0,31380,43290,0
51882,10000000,0,739,10,549420,2051.2,16.1,0,75400,98180,1
51883,1176600,1,688,2,441230,4007.8,14.7,0,49430,73550,0
51884,675300,0,-1,10,-1,6107.6,11.7,0,55930,97270,1
51885,1108700,0,705,2,1471530,7983.1,7.8,0,91540,140180,0
51886,1981800,0,725,3,743180,16907.2,16.2,0,210730,281360,1
51887,10000000,1,718,8,490350,7559.5,37.5,1,47660,129520,1
51888,882200,0,713,1,295770,3179.5,12.2,2,52190,128540,1
51889,10000000,0,708,10,550280,13756.9,19.5,0,130470,331130,1
51890,1365800,1,718,8,634140,13105.5,18.9,0,229480,489300,0
51891,2093100,1,745,3,472800,1784.8,21.6,0,93890,263730,0
51892,1019500,0,-1,6,-1,10602.8,16,0,98600,636110,1
51893,10000000,1,679,6,511630,10062.1,9,0,120890,155390,1
51894,3536800,0,724,5,818510,17666.1,14.5,0,252130,420220,1
51895,2743200,0,725,10,616780,10382.4,16.6,0,38070,97370,0
51896,1024700,1,-1,4,-1,12040.2,26.1,0,19110,217160,1
51897,3507700,1,684,6,2004400,6597.8,14.3,0,20580,107170,1
51898,10000000,0,733,9,334700,9483,9.5,0,38330,197590,1
51899,1130400,0,740,1,336070,5769.2,20.1,2,78410,210770,1
51900,703800,0,725,10,782000,6907.7,14.4,0,13410,45000,1
51901,983900,0,731,2,511630,5713.2,21.6,2,99500,149630,1
51902,1579000,1,662,10,513190,2014.3,19.5,0,63750,75000,1
51903,1449400,0,744,5,554780,3767.9,18.5,0,133150,275670,1
51904,2300200,0,739,3,615060,9584.8,10.3,0,180,90010,0
51905,2297700,1,706,10,203800,5077.9,21.3,0,960,319680,1
51906,604100,1,693,10,805520,11277.3,20.7,0,219450,294960,1
51907,1247400,1,727,2,628680,11054.2,20.6,0,180610,273230,1
51908,2133000,0,746,10,1269630,19150.2,19.5,0,209080,380840,1
